Code,Title,Description,Source,Category
eu-non-publication-justification,European Union non publication justification,The main reasons for not immediately publishing a notice within the context of public procurement according to the legislation of the European Parliament.,https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/non-publication-justification,withheldInformationRationaleClassifications
